cve_id,model,total_tests,successful_tests,accuracy
CVE-2019-1010317,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-1010317,mistralai-codestral-2508,1,0,0.0
CVE-2019-1010317,moonshotai-kimi-k2:free,1,0,0.0
CVE-2019-1010317,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-1010317,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-1010319,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-1010319,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-1010319,google-gemini-2.5-pro,1,1,1.0
CVE-2019-1010319,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-1010319,mistralai-codestral-2508,1,1,1.0
CVE-2019-1010319,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-1010319,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-1010319,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-10131,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-10131,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-10131,google-gemini-2.5-pro,1,1,1.0
CVE-2019-10131,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-10131,mistralai-codestral-2508,1,1,1.0
CVE-2019-10131,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-10131,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-10131,openai-gpt-oss-20b:free,1,0,0.0
CVE-2019-10638,anthropic-claude-3.5-sonnet,8,6,0.75
CVE-2019-10638,deepseek-deepseek-r1-0528-qwen3-8b:free,8,6,0.75
CVE-2019-10638,google-gemini-2.5-pro,8,6,0.75
CVE-2019-10638,meta-llama-llama-3-70b-instruct,8,4,0.5
CVE-2019-10638,mistralai-codestral-2508,8,5,0.625
CVE-2019-10638,moonshotai-kimi-k2:free,8,5,0.625
CVE-2019-10638,nousresearch-deephermes-3-mistral-24b-preview,8,6,0.75
CVE-2019-10638,openai-gpt-oss-20b:free,8,3,0.375
CVE-2019-11036,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-11036,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11036,google-gemini-2.5-pro,1,1,1.0
CVE-2019-11036,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-11036,mistralai-codestral-2508,1,0,0.0
CVE-2019-11036,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11036,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-11036,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11038,anthropic-claude-3.5-sonnet,3,3,1.0
CVE-2019-11038,deepseek-deepseek-r1-0528-qwen3-8b:free,3,2,0.6666666666666666
CVE-2019-11038,google-gemini-2.5-pro,3,3,1.0
CVE-2019-11038,meta-llama-llama-3-70b-instruct,3,3,1.0
CVE-2019-11038,mistralai-codestral-2508,3,2,0.6666666666666666
CVE-2019-11038,moonshotai-kimi-k2:free,3,3,1.0
CVE-2019-11038,nousresearch-deephermes-3-mistral-24b-preview,3,2,0.6666666666666666
CVE-2019-11038,openai-gpt-oss-20b:free,3,3,1.0
CVE-2019-11039,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2019-11039,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11039,google-gemini-2.5-pro,1,0,0.0
CVE-2019-11039,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-11039,mistralai-codestral-2508,1,0,0.0
CVE-2019-11039,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11039,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-11039,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11040,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2019-11040,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11040,google-gemini-2.5-pro,1,1,1.0
CVE-2019-11040,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-11040,mistralai-codestral-2508,1,1,1.0
CVE-2019-11040,moonshotai-kimi-k2:free,1,0,0.0
CVE-2019-11040,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-11040,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11041,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-11041,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11041,google-gemini-2.5-pro,1,1,1.0
CVE-2019-11041,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-11041,mistralai-codestral-2508,1,0,0.0
CVE-2019-11041,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11041,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-11041,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11042,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-11042,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11042,google-gemini-2.5-pro,1,1,1.0
CVE-2019-11042,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-11042,mistralai-codestral-2508,1,0,0.0
CVE-2019-11042,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11042,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-11042,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11477,anthropic-claude-3.5-sonnet,5,4,0.8
CVE-2019-11477,deepseek-deepseek-r1-0528-qwen3-8b:free,5,3,0.6
CVE-2019-11477,google-gemini-2.5-pro,5,3,0.6
CVE-2019-11477,meta-llama-llama-3-70b-instruct,5,4,0.8
CVE-2019-11477,mistralai-codestral-2508,5,4,0.8
CVE-2019-11477,moonshotai-kimi-k2:free,5,3,0.6
CVE-2019-11477,nousresearch-deephermes-3-mistral-24b-preview,5,1,0.2
CVE-2019-11477,openai-gpt-oss-20b:free,5,5,1.0
CVE-2019-11478,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-11478,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11478,google-gemini-2.5-pro,1,1,1.0
CVE-2019-11478,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-11478,mistralai-codestral-2508,1,1,1.0
CVE-2019-11478,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11478,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-11478,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11479,anthropic-claude-3.5-sonnet,3,3,1.0
CVE-2019-11479,deepseek-deepseek-r1-0528-qwen3-8b:free,3,2,0.6666666666666666
CVE-2019-11479,google-gemini-2.5-pro,3,3,1.0
CVE-2019-11479,meta-llama-llama-3-70b-instruct,3,2,0.6666666666666666
CVE-2019-11479,mistralai-codestral-2508,3,1,0.3333333333333333
CVE-2019-11479,moonshotai-kimi-k2:free,3,2,0.6666666666666666
CVE-2019-11479,nousresearch-deephermes-3-mistral-24b-preview,3,1,0.3333333333333333
CVE-2019-11479,openai-gpt-oss-20b:free,3,3,1.0
CVE-2019-11596,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2019-11596,deepseek-deepseek-r1-0528-qwen3-8b:free,1,0,0.0
CVE-2019-11596,google-gemini-2.5-pro,1,0,0.0
CVE-2019-11596,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-11596,mistralai-codestral-2508,1,1,1.0
CVE-2019-11596,moonshotai-kimi-k2:free,1,0,0.0
CVE-2019-11596,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-11596,openai-gpt-oss-20b:free,1,0,0.0
CVE-2019-11598,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2019-11598,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11598,google-gemini-2.5-pro,1,0,0.0
CVE-2019-11598,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-11598,mistralai-codestral-2508,1,1,1.0
CVE-2019-11598,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11598,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-11598,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11599,anthropic-claude-3.5-sonnet,7,5,0.7142857142857143
CVE-2019-11599,deepseek-deepseek-r1-0528-qwen3-8b:free,7,6,0.8571428571428571
CVE-2019-11599,google-gemini-2.5-pro,7,7,1.0
CVE-2019-11599,meta-llama-llama-3-70b-instruct,7,6,0.8571428571428571
CVE-2019-11599,mistralai-codestral-2508,7,7,1.0
CVE-2019-11599,moonshotai-kimi-k2:free,7,7,1.0
CVE-2019-11599,nousresearch-deephermes-3-mistral-24b-preview,7,3,0.42857142857142855
CVE-2019-11599,openai-gpt-oss-20b:free,7,7,1.0
CVE-2019-11683,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-11683,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11683,google-gemini-2.5-pro,1,1,1.0
CVE-2019-11683,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-11683,mistralai-codestral-2508,1,1,1.0
CVE-2019-11683,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11683,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-11683,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11810,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-11810,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11810,google-gemini-2.5-pro,1,1,1.0
CVE-2019-11810,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-11810,mistralai-codestral-2508,1,0,0.0
CVE-2019-11810,moonshotai-kimi-k2:free,1,0,0.0
CVE-2019-11810,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-11810,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11811,anthropic-claude-3.5-sonnet,3,3,1.0
CVE-2019-11811,deepseek-deepseek-r1-0528-qwen3-8b:free,3,2,0.6666666666666666
CVE-2019-11811,google-gemini-2.5-pro,3,3,1.0
CVE-2019-11811,meta-llama-llama-3-70b-instruct,3,1,0.3333333333333333
CVE-2019-11811,mistralai-codestral-2508,3,1,0.3333333333333333
CVE-2019-11811,moonshotai-kimi-k2:free,3,3,1.0
CVE-2019-11811,nousresearch-deephermes-3-mistral-24b-preview,3,2,0.6666666666666666
CVE-2019-11811,openai-gpt-oss-20b:free,3,1,0.3333333333333333
CVE-2019-11815,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2019-11815,deepseek-deepseek-r1-0528-qwen3-8b:free,1,0,0.0
CVE-2019-11815,google-gemini-2.5-pro,1,1,1.0
CVE-2019-11815,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-11815,mistralai-codestral-2508,1,0,0.0
CVE-2019-11815,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11815,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-11815,openai-gpt-oss-20b:free,1,0,0.0
CVE-2019-11833,anthropic-claude-3.5-sonnet,2,1,0.5
CVE-2019-11833,deepseek-deepseek-r1-0528-qwen3-8b:free,2,1,0.5
CVE-2019-11833,google-gemini-2.5-pro,2,2,1.0
CVE-2019-11833,meta-llama-llama-3-70b-instruct,2,2,1.0
CVE-2019-11833,mistralai-codestral-2508,2,2,1.0
CVE-2019-11833,moonshotai-kimi-k2:free,2,2,1.0
CVE-2019-11833,nousresearch-deephermes-3-mistral-24b-preview,2,1,0.5
CVE-2019-11833,openai-gpt-oss-20b:free,2,2,1.0
CVE-2019-11835,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-11835,deepseek-deepseek-r1-0528-qwen3-8b:free,1,0,0.0
CVE-2019-11835,google-gemini-2.5-pro,1,1,1.0
CVE-2019-11835,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-11835,mistralai-codestral-2508,1,1,1.0
CVE-2019-11835,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11835,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-11835,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11837,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-11837,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11837,google-gemini-2.5-pro,1,1,1.0
CVE-2019-11837,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-11837,mistralai-codestral-2508,1,0,0.0
CVE-2019-11837,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11837,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-11837,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11838,anthropic-claude-3.5-sonnet,2,1,0.5
CVE-2019-11838,deepseek-deepseek-r1-0528-qwen3-8b:free,2,0,0.0
CVE-2019-11838,google-gemini-2.5-pro,2,1,0.5
CVE-2019-11838,meta-llama-llama-3-70b-instruct,2,1,0.5
CVE-2019-11838,mistralai-codestral-2508,2,2,1.0
CVE-2019-11838,moonshotai-kimi-k2:free,2,1,0.5
CVE-2019-11838,nousresearch-deephermes-3-mistral-24b-preview,2,2,1.0
CVE-2019-11838,openai-gpt-oss-20b:free,2,1,0.5
CVE-2019-11884,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2019-11884,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11884,google-gemini-2.5-pro,1,1,1.0
CVE-2019-11884,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-11884,mistralai-codestral-2508,1,1,1.0
CVE-2019-11884,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11884,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-11884,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11921,anthropic-claude-3.5-sonnet,2,2,1.0
CVE-2019-11921,deepseek-deepseek-r1-0528-qwen3-8b:free,2,1,0.5
CVE-2019-11921,google-gemini-2.5-pro,2,2,1.0
CVE-2019-11921,meta-llama-llama-3-70b-instruct,2,2,1.0
CVE-2019-11921,mistralai-codestral-2508,2,2,1.0
CVE-2019-11921,moonshotai-kimi-k2:free,2,2,1.0
CVE-2019-11921,nousresearch-deephermes-3-mistral-24b-preview,2,2,1.0
CVE-2019-11921,openai-gpt-oss-20b:free,2,2,1.0
CVE-2019-11922,anthropic-claude-3.5-sonnet,4,3,0.75
CVE-2019-11922,deepseek-deepseek-r1-0528-qwen3-8b:free,4,1,0.25
CVE-2019-11922,google-gemini-2.5-pro,4,4,1.0
CVE-2019-11922,meta-llama-llama-3-70b-instruct,4,3,0.75
CVE-2019-11922,mistralai-codestral-2508,4,4,1.0
CVE-2019-11922,moonshotai-kimi-k2:free,4,1,0.25
CVE-2019-11922,nousresearch-deephermes-3-mistral-24b-preview,4,2,0.5
CVE-2019-11922,openai-gpt-oss-20b:free,4,3,0.75
CVE-2019-11924,anthropic-claude-3.5-sonnet,3,2,0.6666666666666666
CVE-2019-11924,deepseek-deepseek-r1-0528-qwen3-8b:free,3,2,0.6666666666666666
CVE-2019-11924,google-gemini-2.5-pro,3,2,0.6666666666666666
CVE-2019-11924,meta-llama-llama-3-70b-instruct,3,2,0.6666666666666666
CVE-2019-11924,mistralai-codestral-2508,3,2,0.6666666666666666
CVE-2019-11924,moonshotai-kimi-k2:free,3,1,0.3333333333333333
CVE-2019-11924,nousresearch-deephermes-3-mistral-24b-preview,3,1,0.3333333333333333
CVE-2019-11924,openai-gpt-oss-20b:free,3,2,0.6666666666666666
CVE-2019-11925,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2019-11925,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11925,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-11925,mistralai-codestral-2508,1,0,0.0
CVE-2019-11925,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11925,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-11925,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11926,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-11926,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-11926,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-11926,mistralai-codestral-2508,1,1,1.0
CVE-2019-11926,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11926,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-11926,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-11929,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2019-11929,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-11929,mistralai-codestral-2508,1,1,1.0
CVE-2019-11929,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11929,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-11929,openai-gpt-oss-20b:free,1,0,0.0
CVE-2019-11932,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-11932,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-11932,mistralai-codestral-2508,1,0,0.0
CVE-2019-11932,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-11932,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-11932,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12068,anthropic-claude-3.5-sonnet,2,1,0.5
CVE-2019-12068,meta-llama-llama-3-70b-instruct,2,1,0.5
CVE-2019-12068,mistralai-codestral-2508,2,1,0.5
CVE-2019-12068,moonshotai-kimi-k2:free,2,1,0.5
CVE-2019-12068,nousresearch-deephermes-3-mistral-24b-preview,2,2,1.0
CVE-2019-12068,openai-gpt-oss-20b:free,2,1,0.5
CVE-2019-12098,anthropic-claude-3.5-sonnet,1,0,0.0
CVE-2019-12098,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-12098,google-gemini-2.5-pro,1,1,1.0
CVE-2019-12098,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-12098,mistralai-codestral-2508,1,0,0.0
CVE-2019-12098,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-12098,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-12098,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12106,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-12106,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-12106,google-gemini-2.5-pro,1,1,1.0
CVE-2019-12106,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-12106,mistralai-codestral-2508,1,1,1.0
CVE-2019-12106,moonshotai-kimi-k2:free,1,0,0.0
CVE-2019-12106,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-12106,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12107,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-12107,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-12107,google-gemini-2.5-pro,1,1,1.0
CVE-2019-12107,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-12107,mistralai-codestral-2508,1,1,1.0
CVE-2019-12107,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-12107,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-12107,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12108,anthropic-claude-3.5-sonnet,2,1,0.5
CVE-2019-12108,deepseek-deepseek-r1-0528-qwen3-8b:free,2,1,0.5
CVE-2019-12108,google-gemini-2.5-pro,2,2,1.0
CVE-2019-12108,meta-llama-llama-3-70b-instruct,2,2,1.0
CVE-2019-12108,mistralai-codestral-2508,2,0,0.0
CVE-2019-12108,moonshotai-kimi-k2:free,2,1,0.5
CVE-2019-12108,nousresearch-deephermes-3-mistral-24b-preview,2,1,0.5
CVE-2019-12108,openai-gpt-oss-20b:free,2,1,0.5
CVE-2019-12110,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-12110,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-12110,google-gemini-2.5-pro,1,1,1.0
CVE-2019-12110,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-12110,mistralai-codestral-2508,1,0,0.0
CVE-2019-12110,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-12110,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-12110,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12111,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-12111,deepseek-deepseek-r1-0528-qwen3-8b:free,1,0,0.0
CVE-2019-12111,google-gemini-2.5-pro,1,1,1.0
CVE-2019-12111,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-12111,mistralai-codestral-2508,1,1,1.0
CVE-2019-12111,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-12111,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-12111,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12155,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-12155,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-12155,google-gemini-2.5-pro,1,1,1.0
CVE-2019-12155,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-12155,mistralai-codestral-2508,1,1,1.0
CVE-2019-12155,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-12155,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-12155,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12206,anthropic-claude-3.5-sonnet,2,2,1.0
CVE-2019-12206,deepseek-deepseek-r1-0528-qwen3-8b:free,2,1,0.5
CVE-2019-12206,google-gemini-2.5-pro,2,2,1.0
CVE-2019-12206,meta-llama-llama-3-70b-instruct,2,2,1.0
CVE-2019-12206,mistralai-codestral-2508,2,2,1.0
CVE-2019-12206,moonshotai-kimi-k2:free,2,2,1.0
CVE-2019-12206,nousresearch-deephermes-3-mistral-24b-preview,2,1,0.5
CVE-2019-12206,openai-gpt-oss-20b:free,2,2,1.0
CVE-2019-12207,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-12207,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-12207,google-gemini-2.5-pro,1,0,0.0
CVE-2019-12207,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-12207,mistralai-codestral-2508,1,1,1.0
CVE-2019-12207,moonshotai-kimi-k2:free,1,0,0.0
CVE-2019-12207,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-12207,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12208,anthropic-claude-3.5-sonnet,2,2,1.0
CVE-2019-12208,deepseek-deepseek-r1-0528-qwen3-8b:free,2,0,0.0
CVE-2019-12208,google-gemini-2.5-pro,2,2,1.0
CVE-2019-12208,meta-llama-llama-3-70b-instruct,2,1,0.5
CVE-2019-12208,mistralai-codestral-2508,2,1,0.5
CVE-2019-12208,moonshotai-kimi-k2:free,2,2,1.0
CVE-2019-12208,nousresearch-deephermes-3-mistral-24b-preview,2,1,0.5
CVE-2019-12208,openai-gpt-oss-20b:free,2,0,0.0
CVE-2019-12209,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-12209,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-12209,google-gemini-2.5-pro,1,1,1.0
CVE-2019-12209,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-12209,mistralai-codestral-2508,1,1,1.0
CVE-2019-12209,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-12209,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-12209,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12210,anthropic-claude-3.5-sonnet,3,3,1.0
CVE-2019-12210,deepseek-deepseek-r1-0528-qwen3-8b:free,3,2,0.6666666666666666
CVE-2019-12210,google-gemini-2.5-pro,3,3,1.0
CVE-2019-12210,meta-llama-llama-3-70b-instruct,3,2,0.6666666666666666
CVE-2019-12210,mistralai-codestral-2508,3,2,0.6666666666666666
CVE-2019-12210,moonshotai-kimi-k2:free,3,2,0.6666666666666666
CVE-2019-12210,nousresearch-deephermes-3-mistral-24b-preview,3,1,0.3333333333333333
CVE-2019-12210,openai-gpt-oss-20b:free,3,3,1.0
CVE-2019-12293,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-12293,deepseek-deepseek-r1-0528-qwen3-8b:free,1,0,0.0
CVE-2019-12293,google-gemini-2.5-pro,1,1,1.0
CVE-2019-12293,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-12293,mistralai-codestral-2508,1,0,0.0
CVE-2019-12293,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-12293,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-12293,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12295,anthropic-claude-3.5-sonnet,2,2,1.0
CVE-2019-12295,deepseek-deepseek-r1-0528-qwen3-8b:free,2,2,1.0
CVE-2019-12295,google-gemini-2.5-pro,2,2,1.0
CVE-2019-12295,meta-llama-llama-3-70b-instruct,2,2,1.0
CVE-2019-12295,mistralai-codestral-2508,2,2,1.0
CVE-2019-12295,moonshotai-kimi-k2:free,2,2,1.0
CVE-2019-12295,nousresearch-deephermes-3-mistral-24b-preview,2,1,0.5
CVE-2019-12295,openai-gpt-oss-20b:free,2,2,1.0
CVE-2019-12298,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-12298,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-12298,google-gemini-2.5-pro,1,1,1.0
CVE-2019-12298,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-12298,mistralai-codestral-2508,1,1,1.0
CVE-2019-12298,moonshotai-kimi-k2:free,1,0,0.0
CVE-2019-12298,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-12298,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12312,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-12312,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-12312,google-gemini-2.5-pro,1,1,1.0
CVE-2019-12312,meta-llama-llama-3-70b-instruct,1,0,0.0
CVE-2019-12312,mistralai-codestral-2508,1,0,0.0
CVE-2019-12312,moonshotai-kimi-k2:free,1,0,0.0
CVE-2019-12312,nousresearch-deephermes-3-mistral-24b-preview,1,0,0.0
CVE-2019-12312,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12378,anthropic-claude-3.5-sonnet,1,1,1.0
CVE-2019-12378,deepseek-deepseek-r1-0528-qwen3-8b:free,1,1,1.0
CVE-2019-12378,google-gemini-2.5-pro,1,1,1.0
CVE-2019-12378,meta-llama-llama-3-70b-instruct,1,1,1.0
CVE-2019-12378,mistralai-codestral-2508,1,1,1.0
CVE-2019-12378,moonshotai-kimi-k2:free,1,1,1.0
CVE-2019-12378,nousresearch-deephermes-3-mistral-24b-preview,1,1,1.0
CVE-2019-12378,openai-gpt-oss-20b:free,1,1,1.0
CVE-2019-12379,anthropic-claude-3.5-sonnet,2,1,0.5
